Year,Medical_District_AR,Medical_District_EN,Cause_of_Death_AR,Nationality_AR,Cause_of_Death_EN,Nationality_EN,Sex_AR,Sex_EN,Value,,,,,,,,,
2002,الفجيرة,Fujairah,مرض الكبد المزمن وتشمع الكبد,غیر مواطن,Chronic Liver Diseases and Cirrhosis,Non-Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,مرض الكبد المزمن وتشمع الكبد,جملة,Chronic Liver Diseases and Cirrhosis,Total,جملة,Total,3,,,,,,,,,
2002,الفجيرة,Fujairah,التھاب الكلیة والمتلازمة الكلوية و الكلاء,مواطن,Nephritis Nephrotic Syndrome and Nephrosis,Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,التھاب الكلیة والمتلازمة الكلوية و الكلاء,مواطن,Nephritis Nephrotic Syndrome and Nephrosis,Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,التھاب الكلیة والمتلازمة الكلوية و الكلاء,غیر مواطن,Nephritis Nephrotic Syndrome and Nephrosis,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,التھاب الكلیة والمتلازمة الكلوية و الكلاء,غیر مواطن,Nephritis Nephrotic Syndrome and Nephrosis,Non-Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,التھاب الكلیة والمتلازمة الكلوية و الكلاء,جملة,Nephritis Nephrotic Syndrome and Nephrosis,Total,جملة,Total,0,,,,,,,,,
2002,الفجيرة,Fujairah,تضخم البروستاتا,مواطن,Hyperplasia of the Prostate,Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,تضخم البروستاتا,مواطن,Hyperplasia of the Prostate,Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,تضخم البروستاتا,غیر مواطن,Hyperplasia of the Prostate,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,تضخم البروستاتا,غیر مواطن,Hyperplasia of the Prostate,Non-Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,تضخم البروستاتا,جملة,Hyperplasia of the Prostate,Total,جملة,Total,0,,,,,,,,,
2002,الفجيرة,Fujairah,الاجھاض,مواطن,Abortion,Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,الاجھاض,مواطن,Abortion,Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,الاجھاض,غیر مواطن,Abortion,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,الاجھاض,غیر مواطن,Abortion,Non-Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,الاجھاض,جملة,Abortion,Total,جملة,Total,0,,,,,,,,,
2002,الفجيرة,Fujairah,وفیات تتعلق مباشرة بالحمل و الولادة,مواطن,Direct Obstetric Deaths,Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,وفیات تتعلق مباشرة بالحمل و الولادة,مواطن,Direct Obstetric Deaths,Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,وفیات تتعلق مباشرة بالحمل و الولادة,غیر مواطن,Direct Obstetric Deaths,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,وفیات تتعلق مباشرة بالحمل و الولادة,غیر مواطن,Direct Obstetric Deaths,Non-Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,وفیات تتعلق مباشرة بالحمل و الولادة,جملة,Direct Obstetric Deaths,Total,جملة,Total,0,,,,,,,,,
2002,الفجيرة,Fujairah,العیوب الخلقیة,مواطن,Congenital Anomalies,Citizen,ذ,M,1,,,,,,,,,
2002,الفجيرة,Fujairah,العیوب الخلقیة,مواطن,Congenital Anomalies,Citizen,ا,F,2,,,,,,,,,
2002,الفجيرة,Fujairah,العیوب الخلقیة,غیر مواطن,Congenital Anomalies,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,العیوب الخلقیة,غیر مواطن,Congenital Anomalies,Non-Citizen,ا,F,1,,,,,,,,,
2002,الفجيرة,Fujairah,العیوب الخلقیة,جملة,Congenital Anomalies,Total,جملة,Total,4,,,,,,,,,
2002,الفجيرة,Fujairah,حالات معینة تنشأ فى الفترة حوالى الولادة,مواطن,Certain Conditions Originating in the Perinatal Period,Citizen,ذ,M,3,,,,,,,,,
2002,الفجيرة,Fujairah,حالات معینة تنشأ فى الفترة حوالى الولادة,مواطن,Certain Conditions Originating in the Perinatal Period,Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,حالات معینة تنشأ فى الفترة حوالى الولادة,غیر مواطن,Certain Conditions Originating in the Perinatal Period,Non-Citizen,ذ,M,1,,,,,,,,,
2002,الفجيرة,Fujairah,حالات معینة تنشأ فى الفترة حوالى الولادة,غیر مواطن,Certain Conditions Originating in the Perinatal Period,Non-Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,حالات معینة تنشأ فى الفترة حوالى الولادة,جملة,Certain Conditions Originating in the Perinatal Period,Total,جملة,Total,4,,,,,,,,,
2002,الفجيرة,Fujairah,اصابة اثناء الولادة  - رض المولود,مواطن,Birth Trauma,Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,اصابة اثناء الولادة  - رض المولود,مواطن,Birth Trauma,Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,اصابة اثناء الولادة  - رض المولود,غیر مواطن,Birth Trauma,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,اصابة اثناء الولادة  - رض المولود,غیر مواطن,Birth Trauma,Non-Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,اصابة اثناء الولادة  - رض المولود,جملة,Birth Trauma,Total,جملة,Total,0,,,,,,,,,
2002,الفجيرة,Fujairah,العـــلامــــات والاعراض و الحالات غیر المحددة,مواطن,"Signs, Symptoms, and Ill-Defined Conditions",Citizen,ذ,M,6,,,,,,,,,
2002,الفجيرة,Fujairah,العـــلامــــات والاعراض و الحالات غیر المحددة,مواطن,"Signs, Symptoms, and Ill-Defined Conditions",Citizen,ا,F,16,,,,,,,,,
2002,الفجيرة,Fujairah,العـــلامــــات والاعراض و الحالات غیر المحددة,غیر مواطن,"Signs, Symptoms, and Ill-Defined Conditions",Non-Citizen,ذ,M,23,,,,,,,,,
2002,الفجيرة,Fujairah,العـــلامــــات والاعراض و الحالات غیر المحددة,غیر مواطن,"Signs, Symptoms, and Ill-Defined Conditions",Non-Citizen,ا,F,4,,,,,,,,,
2002,الفجيرة,Fujairah,العـــلامــــات والاعراض و الحالات غیر المحددة,جملة,"Signs, Symptoms, and Ill-Defined Conditions",Total,جملة,Total,49,,,,,,,,,
2002,الفجيرة,Fujairah,الاصـــــابات والتسمم,مواطن,Injuries and Poisonings,Citizen,ذ,M,2,,,,,,,,,
2002,الفجيرة,Fujairah,الاصـــــابات والتسمم,مواطن,Injuries and Poisonings,Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,الاصـــــابات والتسمم,غیر مواطن,Injuries and Poisonings,Non-Citizen,ذ,M,8,,,,,,,,,
2002,الفجيرة,Fujairah,الاصـــــابات والتسمم,غیر مواطن,Injuries and Poisonings,Non-Citizen,ا,F,2,,,,,,,,,
2002,الفجيرة,Fujairah,الاصـــــابات والتسمم,جملة,Injuries and Poisonings,Total,جملة,Total,12,,,,,,,,,
2002,الفجيرة,Fujairah,الكسور,مواطن,Fractures,Citizen,ذ,M,2,,,,,,,,,
2002,الفجيرة,Fujairah,الكسور,مواطن,Fractures,Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,الكسور,غیر مواطن,Fractures,Non-Citizen,ذ,M,4,,,,,,,,,
2002,الفجيرة,Fujairah,الكسور,غیر مواطن,Fractures,Non-Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,الكسور,جملة,Fractures,Total,جملة,Total,6,,,,,,,,,
2002,الفجيرة,Fujairah,الاصابات داخل الجمجمة و الاصابات الداخلیة,مواطن,Intracranial and Internal Injuries including Nerve Related Injuries,Citizen,ذ,M,11,,,,,,,,,
2002,الفجيرة,Fujairah,الاصابات داخل الجمجمة و الاصابات الداخلیة,مواطن,Intracranial and Internal Injuries including Nerve Related Injuries,Citizen,ا,F,1,,,,,,,,,
2002,الفجيرة,Fujairah,الاصابات داخل الجمجمة و الاصابات الداخلیة,غیر مواطن,Intracranial and Internal Injuries including Nerve Related Injuries,Non-Citizen,ذ,M,21,,,,,,,,,
2002,الفجيرة,Fujairah,الاصابات داخل الجمجمة و الاصابات الداخلیة,غیر مواطن,Intracranial and Internal Injuries including Nerve Related Injuries,Non-Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,الاصابات داخل الجمجمة و الاصابات الداخلیة,جملة,Intracranial and Internal Injuries including Nerve Related Injuries,Total,جملة,Total,33,,,,,,,,,
2002,الفجيرة,Fujairah,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,مواطن,Effects of Foreign Body Entering Through Orifice,Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,مواطن,Effects of Foreign Body Entering Through Orifice,Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,غیر مواطن,Effects of Foreign Body Entering Through Orifice,Non-Citizen,ذ,M,1,,,,,,,,,
2002,الفجيرة,Fujairah,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,غیر مواطن,Effects of Foreign Body Entering Through Orifice,Non-Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,جملة,Effects of Foreign Body Entering Through Orifice,Total,جملة,Total,1,,,,,,,,,
2002,الفجيرة,Fujairah,الحروق,مواطن,Burns,Citizen,ذ,M,1,,,,,,,,,
2002,الفجيرة,Fujairah,الحروق,مواطن,Burns,Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,الحروق,غیر مواطن,Burns,Non-Citizen,ذ,M,1,,,,,,,,,
2002,الفجيرة,Fujairah,الحروق,غیر مواطن,Burns,Non-Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,الحروق,جملة,Burns,Total,جملة,Total,2,,,,,,,,,
2002,الفجيرة,Fujairah,التسممات والتاثیرات السامة,مواطن,Poisonings and Toxic Effects,Citizen,ذ,M,3,,,,,,,,,
2002,الفجيرة,Fujairah,التسممات والتاثیرات السامة,مواطن,Poisonings and Toxic Effects,Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,التسممات والتاثیرات السامة,غیر مواطن,Poisonings and Toxic Effects,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,التسممات والتاثیرات السامة,غیر مواطن,Poisonings and Toxic Effects,Non-Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,التسممات والتاثیرات السامة,جملة,Poisonings and Toxic Effects,Total,جملة,Total,3,,,,,,,,,
2002,الفجيرة,Fujairah,غیر مبین,مواطن,Not Stated,Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,غیر مبین,مواطن,Not Stated,Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,غیر مبین,غیر مواطن,Not Stated,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الفجيرة,Fujairah,غیر مبین,غیر مواطن,Not Stated,Non-Citizen,ا,F,0,,,,,,,,,
2002,الفجيرة,Fujairah,غیر مبین,غیر مبین,Not Stated,Not Stated,غير مبين,Not Stated,0,,,,,,,,,
2002,الفجيرة,Fujairah,غیر مبین,جملة,Not Stated,Total,جملة,Total,0,,,,,,,,,
2002,الفجيرة,Fujairah,الجملة,مواطن,Total,Citizen,ذ,M,77,,,,,,,,,
2002,الفجيرة,Fujairah,الجملة,مواطن,Total,Citizen,ا,F,49,,,,,,,,,
2002,الفجيرة,Fujairah,الجملة,مواطن,Total,Citizen,جملة,Total,126,,,,,,,,,
2002,الفجيرة,Fujairah,الجملة,غیر مواطن,Total,Non-Citizen,ذ,M,81,,,,,,,,,
2002,الفجيرة,Fujairah,الجملة,غیر مواطن,Total,Non-Citizen,ا,F,13,,,,,,,,,
2002,الفجيرة,Fujairah,الجملة,غیر مواطن,Total,Non-Citizen,جملة,Total,94,,,,,,,,,
2002,الفجيرة,Fujairah,الجملة,غیر مبین,Total,Not Stated,غیر مبین,Not Stated,0,,,,,,,,,
2002,الفجيرة,Fujairah,الجملة الكلية,جملة,Grand Total,Total,جملة,Total,220,,,,,,,,,
2002,الجملة,Total,الامراض المعدية والطفیلیـــــة,مواطن,Infectious and Parasitic Diseases,Citizen,ذ,M,3,,,,,,,,,
2002,الجملة,Total,الامراض المعدية والطفیلیـــــة,مواطن,Infectious and Parasitic Diseases,Citizen,ا,F,3,,,,,,,,,
2002,الجملة,Total,الامراض المعدية والطفیلیـــــة,غیر مواطن,Infectious and Parasitic Diseases,Non-Citizen,ذ,M,10,,,,,,,,,
2002,الجملة,Total,الامراض المعدية والطفیلیـــــة,غیر مواطن,Infectious and Parasitic Diseases,Non-Citizen,ا,F,4,,,,,,,,,
2002,الجملة,Total,الامراض المعدية والطفیلیـــــة,جملة,Infectious and Parasitic Diseases,Total,جملة,Total,20,,,,,,,,,
2002,الجملة,Total,امراض الامعاء المعدية,مواطن,Intestinal Infectious Diseases,Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,امراض الامعاء المعدية,مواطن,Intestinal Infectious Diseases,Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,امراض الامعاء المعدية,غیر مواطن,Intestinal Infectious Diseases,Non-Citizen,ذ,M,1,,,,,,,,,
2002,الجملة,Total,امراض الامعاء المعدية,غیر مواطن,Intestinal Infectious Diseases,Non-Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,امراض الامعاء المعدية,جملة,Intestinal Infectious Diseases,Total,جملة,Total,1,,,,,,,,,
2002,الجملة,Total,الــــــدرن,مواطن,Tuberculosis,Citizen,ذ,M,3,,,,,,,,,
2002,الجملة,Total,الــــــدرن,مواطن,Tuberculosis,Citizen,ا,F,1,,,,,,,,,
2002,الجملة,Total,الــــــدرن,غیر مواطن,Tuberculosis,Non-Citizen,ذ,M,9,,,,,,,,,
2002,الجملة,Total,الــــــدرن,غیر مواطن,Tuberculosis,Non-Citizen,ا,F,5,,,,,,,,,
2002,الجملة,Total,الــــــدرن,جملة,Tuberculosis,Total,جملة,Total,18,,,,,,,,,
2002,الجملة,Total,السعال الديكي,مواطن,Whooping Cough,Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,السعال الديكي,مواطن,Whooping Cough,Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,السعال الديكي,غیر مواطن,Whooping Cough,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,السعال الديكي,غیر مواطن,Whooping Cough,Non-Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,السعال الديكي,جملة,Whooping Cough,Total,جملة,Total,0,,,,,,,,,
2002,الجملة,Total,عدوى بالمكورات السحائیــــة,مواطن,Meningococcal Infection,Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,عدوى بالمكورات السحائیــــة,مواطن,Meningococcal Infection,Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,عدوى بالمكورات السحائیــــة,غیر مواطن,Meningococcal Infection,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,عدوى بالمكورات السحائیــــة,غیر مواطن,Meningococcal Infection,Non-Citizen,ا,F,2,,,,,,,,,
2002,الجملة,Total,عدوى بالمكورات السحائیــــة,جملة,Meningococcal Infection,Total,جملة,Total,2,,,,,,,,,
2002,الجملة,Total,التیتانوس-الكزاز,مواطن,Tetanus,Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,التیتانوس-الكزاز,مواطن,Tetanus,Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,التیتانوس-الكزاز,غیر مواطن,Tetanus,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,التیتانوس-الكزاز,غیر مواطن,Tetanus,Non-Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,التیتانوس-الكزاز,جملة,Tetanus,Total,جملة,Total,0,,,,,,,,,
2002,الجملة,Total,التسمم الدموي,مواطن,Septicaemia,Citizen,ذ,M,57,,,,,,,,,
2002,الجملة,Total,التسمم الدموي,مواطن,Septicaemia,Citizen,ا,F,44,,,,,,,,,
2002,الجملة,Total,التسمم الدموي,غیر مواطن,Septicaemia,Non-Citizen,ذ,M,40,,,,,,,,,
2002,الجملة,Total,التسمم الدموي,غیر مواطن,Septicaemia,Non-Citizen,ا,F,19,,,,,,,,,
2002,الجملة,Total,التسمم الدموي,جملة,Septicaemia,Total,جملة,Total,160,,,,,,,,,
2002,الجملة,Total,الجدري,مواطن,Smallpox,Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,الجدري,مواطن,Smallpox,Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,الجدري,غیر مواطن,Smallpox,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,الجدري,غیر مواطن,Smallpox,Non-Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,الجدري,جملة,Smallpox,Total,جملة,Total,0,,,,,,,,,
2002,الجملة,Total,الحصبه,مواطن,Measles,Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,الحصبه,مواطن,Measles,Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,الحصبه,غیر مواطن,Measles,Non-Citizen,ذ,M,1,,,,,,,,,
2002,الجملة,Total,الحصبه,غیر مواطن,Measles,Non-Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,الحصبه,جملة,Measles,Total,جملة,Total,1,,,,,,,,,
2002,الجملة,Total,الملاريا,مواطن,Malaria,Citizen,ذ,M,1,,,,,,,,,
2002,الجملة,Total,الملاريا,مواطن,Malaria,Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,الملاريا,غیر مواطن,Malaria,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,الملاريا,غیر مواطن,Malaria,Non-Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,الملاريا,جملة,Malaria,Total,جملة,Total,1,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالمعدة,مواطن,Malignant Neoplasm of the Stomach,Citizen,ذ,M,17,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالمعدة,مواطن,Malignant Neoplasm of the Stomach,Citizen,ا,F,10,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالمعدة,غیر مواطن,Malignant Neoplasm of the Stomach,Non-Citizen,ذ,M,7,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالمعدة,غیر مواطن,Malignant Neoplasm of the Stomach,Non-Citizen,ا,F,3,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالمعدة,جملة,Malignant Neoplasm of the Stomach,Total,جملة,Total,37,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالقولون,مواطن,Malignant Neoplasm of the Colon,Citizen,ذ,M,9,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالقولون,مواطن,Malignant Neoplasm of the Colon,Citizen,ا,F,6,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالقولون,غیر مواطن,Malignant Neoplasm of the Colon,Non-Citizen,ذ,M,10,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالقولون,غیر مواطن,Malignant Neoplasm of the Colon,Non-Citizen,ا,F,4,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالقولون,جملة,Malignant Neoplasm of the Colon,Total,جملة,Total,29,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالمستقیم او الشرج,مواطن,Malignant Neoplasm of the Rectum,Citizen,ذ,M,2,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالمستقیم او الشرج,مواطن,Malignant Neoplasm of the Rectum,Citizen,ا,F,3,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالمستقیم او الشرج,غیر مواطن,Malignant Neoplasm of the Rectum,Non-Citizen,ذ,M,2,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالمستقیم او الشرج,غیر مواطن,Malignant Neoplasm of the Rectum,Non-Citizen,ا,F,1,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالمستقیم او الشرج,جملة,Malignant Neoplasm of the Rectum,Total,جملة,Total,8,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,مواطن,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",Citizen,ذ,M,16,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,مواطن,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",Citizen,ا,F,9,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,غیر مواطن,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",Non-Citizen,ذ,M,24,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,غیر مواطن,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",Non-Citizen,ا,F,9,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,جملة,"Malignant Neoplasm of the Trachea, Bronchus, and Lung",Total,جملة,Total,58,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالثدي,مواطن,Malignant Neoplasm of the Breast,Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالثدي,مواطن,Malignant Neoplasm of the Breast,Citizen,ا,F,11,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالثدي,غیر مواطن,Malignant Neoplasm of the Breast,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالثدي,غیر مواطن,Malignant Neoplasm of the Breast,Non-Citizen,ا,F,27,,,,,,,,,
2002,الجملة,Total,ورم خبیث بالثدي,جملة,Malignant Neoplasm of the Breast,Total,جملة,Total,38,,,,,,,,,
2002,الجملة,Total,ورم خبیث بعنق الرحم,مواطن,Malignant Neoplasm of the Cervix Uteri,Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,ورم خبیث بعنق الرحم,مواطن,Malignant Neoplasm of the Cervix Uteri,Citizen,ا,F,9,,,,,,,,,
2002,الجملة,Total,ورم خبیث بعنق الرحم,غیر مواطن,Malignant Neoplasm of the Cervix Uteri,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,ورم خبیث بعنق الرحم,غیر مواطن,Malignant Neoplasm of the Cervix Uteri,Non-Citizen,ا,F,5,,,,,,,,,
2002,الجملة,Total,ورم خبیث بعنق الرحم,جملة,Malignant Neoplasm of the Cervix Uteri,Total,جملة,Total,14,,,,,,,,,
2002,الجملة,Total,اورام خبیثة اخرى,مواطن,Other Malignant Neoplasm,Citizen,ذ,M,73,,,,,,,,,
2002,الجملة,Total,اورام خبیثة اخرى,مواطن,Other Malignant Neoplasm,Citizen,ا,F,43,,,,,,,,,
2002,الجملة,Total,اورام خبیثة اخرى,غیر مواطن,Other Malignant Neoplasm,Non-Citizen,ذ,M,77,,,,,,,,,
2002,الجملة,Total,اورام خبیثة اخرى,غیر مواطن,Other Malignant Neoplasm,Non-Citizen,ا,F,65,,,,,,,,,
2002,الجملة,Total,اورام خبیثة اخرى,جملة,Other Malignant Neoplasm,Total,جملة,Total,258,,,,,,,,,
2002,الجملة,Total,سرطان الدم,مواطن,Leukaemia,Citizen,ذ,M,3,,,,,,,,,
2002,الجملة,Total,سرطان الدم,مواطن,Leukaemia,Citizen,ا,F,7,,,,,,,,,
2002,الجملة,Total,سرطان الدم,غیر مواطن,Leukaemia,Non-Citizen,ذ,M,28,,,,,,,,,
2002,الجملة,Total,سرطان الدم,غیر مواطن,Leukaemia,Non-Citizen,ا,F,6,,,,,,,,,
2002,الجملة,Total,سرطان الدم,جملة,Leukaemia,Total,جملة,Total,44,,,,,,,,,
2002,الجملة,Total,داء السكري,مواطن,Diabetes Mellitus,Citizen,ذ,M,36,,,,,,,,,
2002,الجملة,Total,داء السكري,مواطن,Diabetes Mellitus,Citizen,ا,F,26,,,,,,,,,
2002,الجملة,Total,داء السكري,غیر مواطن,Diabetes Mellitus,Non-Citizen,ذ,M,59,,,,,,,,,
2002,الجملة,Total,داء السكري,غیر مواطن,Diabetes Mellitus,Non-Citizen,ا,F,23,,,,,,,,,
2002,الجملة,Total,داء السكري,جملة,Diabetes Mellitus,Total,جملة,Total,144,,,,,,,,,
2002,الجملة,Total,الھزال الغذائي,مواطن,Nutritional Marasmus,Citizen,ذ,M,3,,,,,,,,,
2002,الجملة,Total,الھزال الغذائي,مواطن,Nutritional Marasmus,Citizen,ا,F,1,,,,,,,,,
2002,الجملة,Total,الھزال الغذائي,غیر مواطن,Nutritional Marasmus,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,الھزال الغذائي,غیر مواطن,Nutritional Marasmus,Non-Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,الھزال الغذائي,جملة,Nutritional Marasmus,Total,جملة,Total,4,,,,,,,,,
2002,الجملة,Total,انواع اخرى من سوء التغذية,مواطن,Other Protein-Calorie Malnutrition,Citizen,ذ,M,1,,,,,,,,,
2002,الجملة,Total,انواع اخرى من سوء التغذية,مواطن,Other Protein-Calorie Malnutrition,Citizen,ا,F,2,,,,,,,,,
2002,الجملة,Total,انواع اخرى من سوء التغذية,غیر مواطن,Other Protein-Calorie Malnutrition,Non-Citizen,ذ,M,0,,,,,,,,,
2002,الجملة,Total,انواع اخرى من سوء التغذية,غیر مواطن,Other Protein-Calorie Malnutrition,Non-Citizen,ا,F,1,,,,,,,,,
2002,الجملة,Total,انواع اخرى من سوء التغذية,جملة,Other Protein-Calorie Malnutrition,Total,جملة,Total,4,,,,,,,,,
2002,الجملة,Total,فقر الدم,مواطن,Anaemia,Citizen,ذ,M,2,,,,,,,,,
2002,الجملة,Total,فقر الدم,مواطن,Anaemia,Citizen,ا,F,3,,,,,,,,,
2002,الجملة,Total,فقر الدم,غیر مواطن,Anaemia,Non-Citizen,ذ,M,4,,,,,,,,,
2002,الجملة,Total,فقر الدم,غیر مواطن,Anaemia,Non-Citizen,ا,F,3,,,,,,,,,
2002,الجملة,Total,فقر الدم,جملة,Anaemia,Total,جملة,Total,12,,,,,,,,,
2002,الجملة,Total,الاضطرابات العقلیة,مواطن,Mental Disorders,Citizen,ذ,M,1,,,,,,,,,
2002,الجملة,Total,الاضطرابات العقلیة,مواطن,Mental Disorders,Citizen,ا,F,1,,,,,,,,,
2002,الجملة,Total,الاضطرابات العقلیة,غیر مواطن,Mental Disorders,Non-Citizen,ذ,M,2,,,,,,,,,
2002,الجملة,Total,الاضطرابات العقلیة,غیر مواطن,Mental Disorders,Non-Citizen,ا,F,0,,,,,,,,,
2002,الجملة,Total,الاضطرابات العقلیة,جملة,Mental Disorders,Total,جملة,Total,4,,,,,,,,,
2002,الجملة,Total,امراض الجھاز العصبي,مواطن,Diseases of the Nervous System,Citizen,ذ,M,13,,,,,,,,,
2002,الجملة,Total,امراض الجھاز العصبي,مواطن,Diseases of the Nervous System,Citizen,ا,F,6,,,,,,,,,
2002,الجملة,Total,امراض الجھاز العصبي,غیر مواطن,Diseases of the Nervous System,Non-Citizen,ذ,M,14,,,,,,,,,
