Year,Medical_District_AR,Medical_District_EN,Cause_of_Death_AR,Cause_of_Death_EN,Nationality_AR,Nationality_EN,Sex_AR,Sex_EN,Value,
2005,رأس الخيمة,R.A.K.,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,Malignant Neoplasm of the Breast,جملة,Total,جملة,Total,2,
2005,رأس الخيمة,R.A.K.,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,Malignant Neoplasm of the Cervix Uteri,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,ورم خبیث بالقصبة الھوائیة او الشعب او الرئه,Malignant Neoplasm of the Cervix Uteri,مواطن,Citizen,ا,F,3,
2005,رأس الخيمة,R.A.K.,ورم خبیث بالثدي,Malignant Neoplasm of the Cervix Uteri,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,ورم خبیث بالثدي,Malignant Neoplasm of the Cervix Uteri,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,ورم خبیث بالثدي,Malignant Neoplasm of the Cervix Uteri,جملة,Total,جملة,Total,3,
2005,رأس الخيمة,R.A.K.,ورم خبیث بالثدي,Other Malignant Neoplasm,مواطن,Citizen,ذ,M,4,
2005,رأس الخيمة,R.A.K.,ورم خبیث بالثدي,Other Malignant Neoplasm,مواطن,Citizen,ا,F,2,
2005,رأس الخيمة,R.A.K.,ورم خبیث بعنق الرحم,Other Malignant Neoplasm,غیر مواطن,Non-Citizen,ذ,M,1,
2005,رأس الخيمة,R.A.K.,ورم خبیث بعنق الرحم,Other Malignant Neoplasm,غیر مواطن,Non-Citizen,ا,F,2,
2005,رأس الخيمة,R.A.K.,ورم خبیث بعنق الرحم,Other Malignant Neoplasm,جملة,Total,جملة,Total,9,
2005,رأس الخيمة,R.A.K.,ورم خبیث بعنق الرحم,Leukaemia,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,ورم خبیث بعنق الرحم,Leukaemia,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,اورام خبیثة اخرى,Leukaemia,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,اورام خبیثة اخرى,Leukaemia,غیر مواطن,Non-Citizen,ا,F,1,
2005,رأس الخيمة,R.A.K.,اورام خبیثة اخرى,Leukaemia,جملة,Total,جملة,Total,1,
2005,رأس الخيمة,R.A.K.,اورام خبیثة اخرى,Diabetes Mellitus,مواطن,Citizen,ذ,M,6,
2005,رأس الخيمة,R.A.K.,اورام خبیثة اخرى,Diabetes Mellitus,مواطن,Citizen,ا,F,5,
2005,رأس الخيمة,R.A.K.,سرطان الدم,Diabetes Mellitus,غیر مواطن,Non-Citizen,ذ,M,2,
2005,رأس الخيمة,R.A.K.,سرطان الدم,Diabetes Mellitus,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,سرطان الدم,Diabetes Mellitus,جملة,Total,جملة,Total,13,
2005,رأس الخيمة,R.A.K.,سرطان الدم,Nutritional Marasmus,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,سرطان الدم,Nutritional Marasmus,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,داء السكري,Nutritional Marasmus,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,داء السكري,Nutritional Marasmus,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,داء السكري,Nutritional Marasmus,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,داء السكري,Other Protein-Calorie Malnutrition,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,داء السكري,Other Protein-Calorie Malnutrition,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,الھزال الغذائي,Other Protein-Calorie Malnutrition,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,الھزال الغذائي,Other Protein-Calorie Malnutrition,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,الھزال الغذائي,Other Protein-Calorie Malnutrition,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,الھزال الغذائي,Anaemia,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,الھزال الغذائي,Anaemia,مواطن,Citizen,ا,F,1,
2005,رأس الخيمة,R.A.K.,انواع اخرى من سوء التغذية,Anaemia,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,انواع اخرى من سوء التغذية,Anaemia,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,انواع اخرى من سوء التغذية,Anaemia,جملة,Total,جملة,Total,1,
2005,رأس الخيمة,R.A.K.,انواع اخرى من سوء التغذية,Mental Disorders,مواطن,Citizen,ذ,M,1,
2005,رأس الخيمة,R.A.K.,انواع اخرى من سوء التغذية,Mental Disorders,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,فقر الدم,Mental Disorders,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,فقر الدم,Mental Disorders,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,فقر الدم,Mental Disorders,جملة,Total,جملة,Total,1,
2005,رأس الخيمة,R.A.K.,فقر الدم,Diseases of the Nervous System,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,فقر الدم,Diseases of the Nervous System,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,الاضطرابات العقلیة,Diseases of the Nervous System,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,الاضطرابات العقلیة,Diseases of the Nervous System,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,الاضطرابات العقلیة,Diseases of the Nervous System,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,الاضطرابات العقلیة,Meningitis,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,الاضطرابات العقلیة,Meningitis,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,امراض الجھاز العصبي,Meningitis,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,امراض الجھاز العصبي,Meningitis,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,امراض الجھاز العصبي,Meningitis,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,امراض الجھاز العصبي,Other Diseases of the Circulatory System,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,امراض الجھاز العصبي,Other Diseases of the Circulatory System,مواطن,Citizen,ا,F,1,
2005,رأس الخيمة,R.A.K.,التھاب سحائي,Other Diseases of the Circulatory System,غیر مواطن,Non-Citizen,ذ,M,1,
2005,رأس الخيمة,R.A.K.,التھاب سحائي,Other Diseases of the Circulatory System,غیر مواطن,Non-Citizen,ا,F,3,
2005,رأس الخيمة,R.A.K.,التھاب سحائي,Other Diseases of the Circulatory System,جملة,Total,جملة,Total,5,
2005,رأس الخيمة,R.A.K.,التھاب سحائي,Acute Rheumatic Fever,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,التھاب سحائي,Acute Rheumatic Fever,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,امراض الجھاز الدوري الاخرى,Acute Rheumatic Fever,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,امراض الجھاز الدوري الاخرى,Acute Rheumatic Fever,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,امراض الجھاز الدوري الاخرى,Acute Rheumatic Fever,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,امراض الجھاز الدوري الاخرى,Chronic Rheumatic Heart Diseases,مواطن,Citizen,ذ,M,8,
2005,رأس الخيمة,R.A.K.,امراض الجھاز الدوري الاخرى,Chronic Rheumatic Heart Diseases,مواطن,Citizen,ا,F,2,
2005,رأس الخيمة,R.A.K.,حمى روماتیزمیة حادة,Chronic Rheumatic Heart Diseases,غیر مواطن,Non-Citizen,ذ,M,5,
2005,رأس الخيمة,R.A.K.,حمى روماتیزمیة حادة,Chronic Rheumatic Heart Diseases,غیر مواطن,Non-Citizen,ا,F,2,
2005,رأس الخيمة,R.A.K.,حمى روماتیزمیة حادة,Chronic Rheumatic Heart Diseases,جملة,Total,جملة,Total,17,
2005,رأس الخيمة,R.A.K.,حمى روماتیزمیة حادة,Hypertensive Disease,مواطن,Citizen,ذ,M,10,
2005,رأس الخيمة,R.A.K.,حمى روماتیزمیة حادة,Hypertensive Disease,مواطن,Citizen,ا,F,3,
2005,رأس الخيمة,R.A.K.,امراض قلب روماتیزمیة مزمنة,Hypertensive Disease,غیر مواطن,Non-Citizen,ذ,M,3,
2005,رأس الخيمة,R.A.K.,امراض قلب روماتیزمیة مزمنة,Hypertensive Disease,غیر مواطن,Non-Citizen,ا,F,3,
2005,رأس الخيمة,R.A.K.,امراض قلب روماتیزمیة مزمنة,Hypertensive Disease,جملة,Total,جملة,Total,19,
2005,رأس الخيمة,R.A.K.,امراض قلب روماتیزمیة مزمنة,Ischaemic Heart Disease,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,امراض قلب روماتیزمیة مزمنة,Ischaemic Heart Disease,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,ارتفاع ضغط الدم,Ischaemic Heart Disease,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,ارتفاع ضغط الدم,Ischaemic Heart Disease,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,ارتفاع ضغط الدم,Ischaemic Heart Disease,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,ارتفاع ضغط الدم,Acute Myocardial Infarction,مواطن,Citizen,ذ,M,25,
2005,رأس الخيمة,R.A.K.,ارتفاع ضغط الدم,Acute Myocardial Infarction,مواطن,Citizen,ا,F,13,
2005,رأس الخيمة,R.A.K.,مرض القلب الاسكیمى,Acute Myocardial Infarction,غیر مواطن,Non-Citizen,ذ,M,20,
2005,رأس الخيمة,R.A.K.,مرض القلب الاسكیمى,Acute Myocardial Infarction,غیر مواطن,Non-Citizen,ا,F,4,
2005,رأس الخيمة,R.A.K.,مرض القلب الاسكیمى,Acute Myocardial Infarction,جملة,Total,جملة,Total,62,
2005,رأس الخيمة,R.A.K.,مرض القلب الاسكیمى,Cerebrovascular Disease,مواطن,Citizen,ذ,M,8,
2005,رأس الخيمة,R.A.K.,مرض القلب الاسكیمى,Cerebrovascular Disease,مواطن,Citizen,ا,F,12,
2005,رأس الخيمة,R.A.K.,احتشاء حاد فى عضلة القلب,Cerebrovascular Disease,غیر مواطن,Non-Citizen,ذ,M,10,
2005,رأس الخيمة,R.A.K.,احتشاء حاد فى عضلة القلب,Cerebrovascular Disease,غیر مواطن,Non-Citizen,ا,F,3,
2005,رأس الخيمة,R.A.K.,احتشاء حاد فى عضلة القلب,Cerebrovascular Disease,جملة,Total,جملة,Total,33,
2005,رأس الخيمة,R.A.K.,احتشاء حاد فى عضلة القلب,Atherosclerosis,مواطن,Citizen,ذ,M,11,
2005,رأس الخيمة,R.A.K.,احتشاء حاد فى عضلة القلب,Atherosclerosis,مواطن,Citizen,ا,F,7,
2005,رأس الخيمة,R.A.K.,امراض اوعیه المخ الوعائیة,Atherosclerosis,غیر مواطن,Non-Citizen,ذ,M,6,
2005,رأس الخيمة,R.A.K.,امراض اوعیه المخ الوعائیة,Atherosclerosis,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,امراض اوعیه المخ الوعائیة,Atherosclerosis,جملة,Total,جملة,Total,24,
2005,رأس الخيمة,R.A.K.,امراض اوعیه المخ الوعائیة,Other Cardiovascular Diseases,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,امراض اوعیه المخ الوعائیة,Other Cardiovascular Diseases,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,تصلب الشرايین,Other Cardiovascular Diseases,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,تصلب الشرايین,Other Cardiovascular Diseases,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,تصلب الشرايین,Other Cardiovascular Diseases,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,تصلب الشرايین,Pneumonia,مواطن,Citizen,ذ,M,25,
2005,رأس الخيمة,R.A.K.,تصلب الشرايین,Pneumonia,مواطن,Citizen,ا,F,12,
2005,رأس الخيمة,R.A.K.,امراض القلب الاخرى,Pneumonia,غیر مواطن,Non-Citizen,ذ,M,5,
2005,رأس الخيمة,R.A.K.,امراض القلب الاخرى,Pneumonia,غیر مواطن,Non-Citizen,ا,F,1,
2005,رأس الخيمة,R.A.K.,امراض القلب الاخرى,Pneumonia,جملة,Total,جملة,Total,43,
2005,رأس الخيمة,R.A.K.,امراض القلب الاخرى,Influenza,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,امراض القلب الاخرى,Influenza,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,التھاب رئوي,Influenza,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,التھاب رئوي,Influenza,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,التھاب رئوي,Influenza,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,التھاب رئوي,"Bronchitis, Emphysema, and Asthma",مواطن,Citizen,ذ,M,3,
2005,رأس الخيمة,R.A.K.,التھاب رئوي,"Bronchitis, Emphysema, and Asthma",مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,انفلونزا,"Bronchitis, Emphysema, and Asthma",غیر مواطن,Non-Citizen,ذ,M,1,
2005,رأس الخيمة,R.A.K.,انفلونزا,"Bronchitis, Emphysema, and Asthma",غیر مواطن,Non-Citizen,ا,F,1,
2005,رأس الخيمة,R.A.K.,انفلونزا,"Bronchitis, Emphysema, and Asthma",جملة,Total,جملة,Total,5,
2005,رأس الخيمة,R.A.K.,انفلونزا,Other Respiratory Diseases,مواطن,Citizen,ذ,M,1,
2005,رأس الخيمة,R.A.K.,انفلونزا,Other Respiratory Diseases,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,التھاب الشعب او انتفاخ الرئــــــة او الربو,Other Respiratory Diseases,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,التھاب الشعب او انتفاخ الرئــــــة او الربو,Other Respiratory Diseases,غیر مواطن,Non-Citizen,ا,F,1,
2005,رأس الخيمة,R.A.K.,التھاب الشعب او انتفاخ الرئــــــة او الربو,Other Respiratory Diseases,جملة,Total,جملة,Total,2,
2005,رأس الخيمة,R.A.K.,التھاب الشعب او انتفاخ الرئــــــة او الربو,Ulcer of Stomach and Duodenum,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,التھاب الشعب او انتفاخ الرئــــــة او الربو,Ulcer of Stomach and Duodenum,مواطن,Citizen,ا,F,2,
2005,رأس الخيمة,R.A.K.,امراض جھاز تنفسي اخرى,Ulcer of Stomach and Duodenum,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,امراض جھاز تنفسي اخرى,Ulcer of Stomach and Duodenum,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,امراض جھاز تنفسي اخرى,Ulcer of Stomach and Duodenum,جملة,Total,جملة,Total,2,
2005,رأس الخيمة,R.A.K.,امراض جھاز تنفسي اخرى,Appendicitis,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,امراض جھاز تنفسي اخرى,Appendicitis,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,قرحة بالمعدة او الاثنى عشر,Appendicitis,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,قرحة بالمعدة او الاثنى عشر,Appendicitis,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,قرحة بالمعدة او الاثنى عشر,Appendicitis,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,قرحة بالمعدة او الاثنى عشر,Chronic Liver Diseases and Cirrhosis,مواطن,Citizen,ذ,M,5,
2005,رأس الخيمة,R.A.K.,قرحة بالمعدة او الاثنى عشر,Chronic Liver Diseases and Cirrhosis,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,التھاب الذائدة الدودية ,Chronic Liver Diseases and Cirrhosis,غیر مواطن,Non-Citizen,ذ,M,8,
2005,رأس الخيمة,R.A.K.,التھاب الذائدة الدودية ,Chronic Liver Diseases and Cirrhosis,غیر مواطن,Non-Citizen,ا,F,1,
2005,رأس الخيمة,R.A.K.,التھاب الذائدة الدودية ,Chronic Liver Diseases and Cirrhosis,جملة,Total,جملة,Total,14,
2005,رأس الخيمة,R.A.K.,التھاب الذائدة الدودية ,Nephritis Nephrotic Syndrome and Nephrosis,مواطن,Citizen,ذ,M,10,
2005,رأس الخيمة,R.A.K.,التھاب الذائدة الدودية ,Nephritis Nephrotic Syndrome and Nephrosis,مواطن,Citizen,ا,F,9,
2005,رأس الخيمة,R.A.K.,مرض الكبد المزمن وتشمع الكبد,Nephritis Nephrotic Syndrome and Nephrosis,غیر مواطن,Non-Citizen,ذ,M,4,
2005,رأس الخيمة,R.A.K.,مرض الكبد المزمن وتشمع الكبد,Nephritis Nephrotic Syndrome and Nephrosis,غیر مواطن,Non-Citizen,ا,F,1,
2005,رأس الخيمة,R.A.K.,مرض الكبد المزمن وتشمع الكبد,Nephritis Nephrotic Syndrome and Nephrosis,جملة,Total,جملة,Total,24,
2005,رأس الخيمة,R.A.K.,مرض الكبد المزمن وتشمع الكبد,Hyperplasia of the Prostate,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,مرض الكبد المزمن وتشمع الكبد,Hyperplasia of the Prostate,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Hyperplasia of the Prostate,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Hyperplasia of the Prostate,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Hyperplasia of the Prostate,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Abortion,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,التھاب الكلیة والمتلازمة الكلوية و الكلاء,Abortion,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,تضخم البروستاتا,Abortion,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,تضخم البروستاتا,Abortion,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,تضخم البروستاتا,Abortion,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,تضخم البروستاتا,Direct Obstetric Deaths,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,تضخم البروستاتا,Direct Obstetric Deaths,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,الاجھاض,Direct Obstetric Deaths,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,الاجھاض,Direct Obstetric Deaths,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,الاجھاض,Direct Obstetric Deaths,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,الاجھاض,Congenital Anomalies,مواطن,Citizen,ذ,M,7,
2005,رأس الخيمة,R.A.K.,الاجھاض,Congenital Anomalies,مواطن,Citizen,ا,F,3,
2005,رأس الخيمة,R.A.K.,وفیات تتعلق مباشرة بالحمل و الولادة,Congenital Anomalies,غیر مواطن,Non-Citizen,ذ,M,1,
2005,رأس الخيمة,R.A.K.,وفیات تتعلق مباشرة بالحمل و الولادة,Congenital Anomalies,غیر مواطن,Non-Citizen,ا,F,2,
2005,رأس الخيمة,R.A.K.,وفیات تتعلق مباشرة بالحمل و الولادة,Congenital Anomalies,جملة,Total,جملة,Total,13,
2005,رأس الخيمة,R.A.K.,وفیات تتعلق مباشرة بالحمل و الولادة,Certain Conditions Originating in the Perinatal Period,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,وفیات تتعلق مباشرة بالحمل و الولادة,Certain Conditions Originating in the Perinatal Period,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,العیوب الخلقیة,Certain Conditions Originating in the Perinatal Period,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,العیوب الخلقیة,Certain Conditions Originating in the Perinatal Period,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,العیوب الخلقیة,Certain Conditions Originating in the Perinatal Period,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,العیوب الخلقیة,Birth Trauma,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,العیوب الخلقیة,Birth Trauma,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,حالات معینة تنشأ فى الفترة حوالى الولادة,Birth Trauma,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,حالات معینة تنشأ فى الفترة حوالى الولادة,Birth Trauma,غیر مواطن,Non-Citizen,ا,F,1,
2005,رأس الخيمة,R.A.K.,حالات معینة تنشأ فى الفترة حوالى الولادة,Birth Trauma,جملة,Total,جملة,Total,1,
2005,رأس الخيمة,R.A.K.,حالات معینة تنشأ فى الفترة حوالى الولادة,"Signs, Symptoms, and Ill-Defined Conditions",مواطن,Citizen,ذ,M,2,
2005,رأس الخيمة,R.A.K.,حالات معینة تنشأ فى الفترة حوالى الولادة,"Signs, Symptoms, and Ill-Defined Conditions",مواطن,Citizen,ا,F,3,
2005,رأس الخيمة,R.A.K.,اصابة اثناء الولادة  - رض المولود,"Signs, Symptoms, and Ill-Defined Conditions",غیر مواطن,Non-Citizen,ذ,M,3,
2005,رأس الخيمة,R.A.K.,اصابة اثناء الولادة  - رض المولود,"Signs, Symptoms, and Ill-Defined Conditions",غیر مواطن,Non-Citizen,ا,F,1,
2005,رأس الخيمة,R.A.K.,اصابة اثناء الولادة  - رض المولود,"Signs, Symptoms, and Ill-Defined Conditions",جملة,Total,جملة,Total,9,
2005,رأس الخيمة,R.A.K.,اصابة اثناء الولادة  - رض المولود,Injuries and Poisonings,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,اصابة اثناء الولادة  - رض المولود,Injuries and Poisonings,مواطن,Citizen,ا,F,1,
2005,رأس الخيمة,R.A.K.,العـــلامــــات والاعراض و الحالات غیر المحددة,Injuries and Poisonings,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,العـــلامــــات والاعراض و الحالات غیر المحددة,Injuries and Poisonings,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,العـــلامــــات والاعراض و الحالات غیر المحددة,Injuries and Poisonings,جملة,Total,جملة,Total,1,
2005,رأس الخيمة,R.A.K.,العـــلامــــات والاعراض و الحالات غیر المحددة,Fractures,مواطن,Citizen,ذ,M,6,
2005,رأس الخيمة,R.A.K.,العـــلامــــات والاعراض و الحالات غیر المحددة,Fractures,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,الاصـــــابات والتسمم,Fractures,غیر مواطن,Non-Citizen,ذ,M,14,
2005,رأس الخيمة,R.A.K.,الاصـــــابات والتسمم,Fractures,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,الاصـــــابات والتسمم,Fractures,جملة,Total,جملة,Total,20,
2005,رأس الخيمة,R.A.K.,الاصـــــابات والتسمم,Intracranial and Internal Injuries including Nerve Related Injuries,مواطن,Citizen,ذ,M,15,
2005,رأس الخيمة,R.A.K.,الاصـــــابات والتسمم,Intracranial and Internal Injuries including Nerve Related Injuries,مواطن,Citizen,ا,F,6,
2005,رأس الخيمة,R.A.K.,الكسور,Intracranial and Internal Injuries including Nerve Related Injuries,غیر مواطن,Non-Citizen,ذ,M,32,
2005,رأس الخيمة,R.A.K.,الكسور,Intracranial and Internal Injuries including Nerve Related Injuries,غیر مواطن,Non-Citizen,ا,F,2,
2005,رأس الخيمة,R.A.K.,الكسور,Intracranial and Internal Injuries including Nerve Related Injuries,جملة,Total,جملة,Total,55,
2005,رأس الخيمة,R.A.K.,الكسور,Effects of Foreign Body Entering Through Orifice,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,الكسور,Effects of Foreign Body Entering Through Orifice,مواطن,Citizen,ا,F,2,
2005,رأس الخيمة,R.A.K.,الاصابات داخل الجمجمة و الاصابات الداخلیة,Effects of Foreign Body Entering Through Orifice,غیر مواطن,Non-Citizen,ذ,M,4,
2005,رأس الخيمة,R.A.K.,الاصابات داخل الجمجمة و الاصابات الداخلیة,Effects of Foreign Body Entering Through Orifice,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,الاصابات داخل الجمجمة و الاصابات الداخلیة,Effects of Foreign Body Entering Through Orifice,جملة,Total,جملة,Total,6,
2005,رأس الخيمة,R.A.K.,الاصابات داخل الجمجمة و الاصابات الداخلیة,Burns,مواطن,Citizen,ذ,M,1,
2005,رأس الخيمة,R.A.K.,الاصابات داخل الجمجمة و الاصابات الداخلیة,Burns,مواطن,Citizen,ا,F,1,
2005,رأس الخيمة,R.A.K.,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,Burns,غیر مواطن,Non-Citizen,ذ,M,3,
2005,رأس الخيمة,R.A.K.,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,Burns,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,Burns,جملة,Total,جملة,Total,5,
2005,رأس الخيمة,R.A.K.,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,Poisonings and Toxic Effects,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,تاثیرات دخول اجسام غريبة فى فتحات الجسم الطبیعیة,Poisonings and Toxic Effects,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,الحروق,Poisonings and Toxic Effects,غیر مواطن,Non-Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,الحروق,Poisonings and Toxic Effects,غیر مواطن,Non-Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,الحروق,Poisonings and Toxic Effects,جملة,Total,جملة,Total,0,
2005,رأس الخيمة,R.A.K.,الحروق,Not Stated,مواطن,Citizen,ذ,M,0,
2005,رأس الخيمة,R.A.K.,الحروق,Not Stated,مواطن,Citizen,ا,F,0,
2005,رأس الخيمة,R.A.K.,التسممات والتاثیرات السامة,Not Stated,غیر مواطن,Non-Citizen,ذ,M,0,
